Wave,F062,F087,F106,F129,F158,F184,F146,F213,Prism,Grism_1stOrder,Grism_0thOrder
0.68,2.02065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.681,2.01975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.682,2.0193000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.683,2.01855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.684,2.0171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.685,2.0153499999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.686,2.0139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.687,2.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.688,2.0122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.689,2.0111999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.69,2.00945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.691,2.0075000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.692,2.00595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.693,2.00455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.694,2.0029500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.695,2.00145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.696,2.00055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.697,1.9998999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.698,1.9991500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.699,1.9987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7,1.99905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.701,1.99905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.702,1.99805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.703,1.99715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.704,1.9966499999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.705,1.99635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.706,1.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.707,1.99585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.708,1.99625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.709,1.99725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.71,1.9985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.711,1.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.712,1.9983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.713,1.9974500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.714,1.99705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.715,1.9976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.716,1.9992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.717,2.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.718,2.00275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.719,2.00415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.72,2.00605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.721,2.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.722,2.0097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.723,2.0114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.724,2.0133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.725,2.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.726,2.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.727,2.01905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.728,2.0215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.729,2.0235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.73,2.0254000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.731,2.02665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.732,2.02815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.733,2.03015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.734,2.03295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.735,2.0368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.736,2.0415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.737,2.0459500000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.738,2.04955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.739,2.05255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.74,2.05545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.741,2.05865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.742,2.06245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.743,2.06595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.744,2.06865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.745,2.0713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.746,2.0749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.747,2.0784000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.748,2.0811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.749,2.08465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,2.08885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.751,2.0891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015000000000000001,0.0,0.0
0.752,2.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012000000000000001,0.0,0.0
0.753,2.0709999999999997,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.00695,0.0,0.0
0.754,2.0288500000000003,0.0017499999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.03015,0.0,0.0
0.755,1.9836,0.00785,0.0,0.0,0.0,0.0,0.0,0.0,0.0938,0.0,0.0
0.756,1.8788,0.0288,0.0,0.0,0.0,0.0,0.0,0.0,0.23909999999999998,0.0,0.0
0.757,1.74395,0.08655,0.0,0.0,0.0,0.0,0.0,0.0,0.50205,0.0,0.0
0.758,1.52605,0.2149,0.0,0.0,0.0,0.0,0.0,0.0,0.87795,0.0,0.0
0.759,1.24485,0.44415000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.3009,0.0,0.0
0.76,0.92835,0.77345,0.0,0.0,0.0,0.0,0.0,0.0,1.6507,0.0,0.0
0.761,0.62415,1.1542,0.0,0.0,0.0,0.0,0.0,0.0,1.8324,0.0,0.0
0.762,0.3741,1.5201,0.0,0.0,0.0,0.0,0.0,0.0,1.9310999999999998,0.0,0.0
0.763,0.19805,1.8132,0.0,0.0,0.0,0.0,0.0,0.0,1.9916,0.0,0.0
0.764,0.09195,1.9965,0.0,0.0,0.0,0.0,0.0,0.0,2.0452,0.0,0.0
0.765,0.0372,2.0744499999999997,0.0,0.0,0.0,0.0,0.0,0.0,2.08265,0.0,0.0
0.766,0.0131,2.1165000000000003,0.0,0.0,0.0,0.0,0.0,0.0,2.09415,0.0,0.0
0.767,0.004,2.11985,0.0,0.0,0.0,0.0,0.0,0.0,2.10015,0.0,0.0
0.768,0.0010500000000000002,2.1243,0.0,0.0,0.0,0.0,0.0,0.0,2.1069500000000003,0.0,0.0
0.769,0.0002,2.12875,0.0,0.0,0.0,0.0,0.0,0.0,2.1136999999999997,0.0,0.0
0.77,5e-05,2.1315,0.0,0.0,0.0,0.0,0.0,0.0,2.11835,0.0,0.0
0.771,0.0,2.13485,0.0,0.0,0.0,0.0,0.0,0.0,2.1218500000000002,0.0,0.0
0.772,0.0,2.13835,0.0,0.0,0.0,0.0,0.0,0.0,2.12555,0.0,0.0
0.773,0.0,2.1422,0.0,0.0,0.0,0.0,0.0,0.0,2.1295,0.0,0.0
0.774,0.0,2.1463,0.0,0.0,0.0,0.0,0.0,0.0,2.1338,0.0,0.0
0.775,0.0,2.15075,0.0,0.0,0.0,0.0,0.0,0.0,2.1384,0.0,0.0
0.776,0.0,2.15545,0.0,0.0,0.0,0.0,0.0,0.0,2.1433,0.0,0.0
0.777,0.0,2.15955,0.0,0.0,0.0,0.0,0.0,0.0,2.1475,0.0,0.0
0.778,0.0,2.1622000000000003,0.0,0.0,0.0,0.0,0.0,0.0,2.1504000000000003,0.0,0.0
0.779,0.0,2.165,0.0,0.0,0.0,0.0,0.0,0.0,2.1530500000000004,0.0,0.0
0.78,0.0,2.16905,0.0,0.0,0.0,0.0,0.0,0.0,2.1564,0.0,0.0
0.781,0.0,2.173,0.0,0.0,0.0,0.0,0.0,0.0,2.1597999999999997,0.0,0.0
0.782,0.0,2.1773499999999997,0.0,0.0,0.0,0.0,0.0,0.0,2.1616999999999997,0.0,0.0
0.783,0.0,2.1812,0.0,0.0,0.0,0.0,0.0,0.0,2.1627,0.0,0.0
0.784,0.0,2.18505,0.0,0.0,0.0,0.0,0.0,0.0,2.16335,0.0,0.0
0.785,0.0,2.18885,0.0,0.0,0.0,0.0,0.0,0.0,2.16355,0.0,0.0
0.786,0.0,2.1925999999999997,0.0,0.0,0.0,0.0,0.0,0.0,2.16585,0.0,0.0
0.787,0.0,2.1966,0.0,0.0,0.0,0.0,0.0,0.0,2.16685,0.0,0.0
0.788,0.0,2.20125,0.0,0.0,0.0,0.0,0.0,0.0,2.1688,0.0,0.0
0.789,0.0,2.2064500000000002,0.0,0.0,0.0,0.0,0.0,0.0,2.1713,0.0,0.0
0.79,0.0,2.21195,0.0,0.0,0.0,0.0,0.0,0.0,2.17415,0.0,0.0
0.791,0.0,2.217,0.0,0.0,0.0,0.0,0.0,0.0,2.1765999999999996,0.0,0.0
0.792,0.0,2.22125,0.0,0.0,0.0,0.0,0.0,0.0,2.17835,0.0,0.0
0.793,0.0,2.22605,0.0,0.0,0.0,0.0,0.0,0.0,2.1807499999999997,0.0,0.0
0.794,0.0,2.2324,0.0,0.0,0.0,0.0,0.0,0.0,2.18475,0.0,0.0
0.795,0.0,2.2378,0.0,0.0,0.0,0.0,0.0,0.0,2.1878,0.0,0.0
0.796,0.0,2.2404,0.0,0.0,0.0,0.0,0.0,0.0,2.1883,0.0,0.0
0.797,0.0,2.24355,0.0,0.0,0.0,0.0,0.0,0.0,2.1912000000000003,0.0,0.0
0.798,0.0,2.25265,0.0,0.0,0.0,0.0,0.0,0.0,2.2001,0.0,0.0
0.799,0.0,2.2585499999999996,0.0,0.0,0.0,0.0,0.0,0.0,2.20465,0.0,0.0
0.8,0.0,2.25265,0.0,0.0,0.0,0.0,0.0,0.0,2.1973000000000003,0.0,0.0
0.801,0.0,2.2433,0.0,0.0,0.0,0.0,0.0,0.0,2.1862500000000002,0.0,0.0
0.802,0.0,2.2403,0.0,0.0,0.0,0.0,0.0,0.0,2.1811,0.0,0.0
0.803,0.0,2.24355,0.0,0.0,0.0,0.0,0.0,0.0,2.1818,0.0,0.0
0.804,0.0,2.2483500000000003,0.0,0.0,0.0,0.0,0.0,0.0,2.1854,0.0,0.0
0.805,0.0,2.25275,0.0,0.0,0.0,0.0,0.0,0.0,2.189,0.0,0.0
0.806,0.0,2.25535,0.0,0.0,0.0,0.0,0.0,0.0,2.1909,0.0,0.0
0.807,0.0,2.2572,0.0,0.0,0.0,0.0,0.0,0.0,2.19215,0.0,0.0
0.808,0.0,2.25945,0.0,0.0,0.0,0.0,0.0,0.0,2.19375,0.0,0.0
0.809,0.0,2.2608,0.0,0.0,0.0,0.0,0.0,0.0,2.19465,0.0,0.0
0.81,0.0,2.2603,0.0,0.0,0.0,0.0,0.0,0.0,2.1936999999999998,0.0,0.0
0.811,0.0,2.25945,0.0,0.0,0.0,0.0,0.0,0.0,2.19245,0.0,0.0
0.812,0.0,2.2598000000000003,0.0,0.0,0.0,0.0,0.0,0.0,2.19245,0.0,0.0
0.813,0.0,2.2601,0.0,0.0,0.0,0.0,0.0,0.0,2.1919500000000003,0.0,0.0
0.814,0.0,2.25935,0.0,0.0,0.0,0.0,0.0,0.0,2.1891499999999997,0.0,0.0
0.815,0.0,2.25885,0.0,0.0,0.0,0.0,0.0,0.0,2.1867,0.0,0.0
0.816,0.0,2.2601,0.0,0.0,0.0,0.0,0.0,0.0,2.18705,0.0,0.0
0.817,0.0,2.2622,0.0,0.0,0.0,0.0,0.0,0.0,2.1889,0.0,0.0
0.818,0.0,2.2639,0.0,0.0,0.0,0.0,0.0,0.0,2.1904500000000002,0.0,0.0
0.819,0.0,2.2652,0.0,0.0,0.0,0.0,0.0,0.0,2.1916,0.0,0.0
0.82,0.0,2.2666,0.0,0.0,0.0,0.0,0.0,0.0,2.1929,0.0,0.0
0.821,0.0,2.2689500000000002,0.0,0.0,0.0,0.0,0.0,0.0,2.19515,0.0,0.0
0.822,0.0,2.27305,0.0,0.0,0.0,0.0,0.0,0.0,2.19915,0.0,0.0
0.823,0.0,2.2784500000000003,0.0,0.0,0.0,0.0,0.0,0.0,2.2036,0.0,0.0
0.824,0.0,2.2836499999999997,0.0,0.0,0.0,0.0,0.0,0.0,2.2071500000000004,0.0,0.0
0.825,0.0,2.28655,0.0,0.0,0.0,0.0,0.0,0.0,2.20855,0.0,0.0
0.826,0.0,2.287,0.0,0.0,0.0,0.0,0.0,0.0,2.20775,0.0,0.0
0.827,0.0,2.28925,0.0,0.0,0.0,0.0,0.0,0.0,2.2087000000000003,0.0,0.0
0.828,0.0,2.2963,0.0,0.0,0.0,0.0,0.0,0.0,2.2146,0.0,0.0
0.829,0.0,2.30035,0.0,0.0,0.0,0.0,0.0,0.0,2.2206,0.0,0.0
0.83,0.0,2.2992999999999997,0.0,0.0,0.0,0.0,0.0,0.0,2.2218,0.0,0.0
0.831,0.0,2.29615,0.0,0.0,0.0,0.0,0.0,0.0,2.22105,0.0,0.0
0.832,0.0,2.2948500000000003,0.0,0.0,0.0,0.0,0.0,0.0,2.22225,0.0,0.0
0.833,0.0,2.29695,0.0,0.0,0.0,0.0,0.0,0.0,2.22465,0.0,0.0
0.834,0.0,2.2988999999999997,0.0,0.0,0.0,0.0,0.0,0.0,2.2269500000000004,0.0,0.0
0.835,0.0,2.30145,0.0,0.0,0.0,0.0,0.0,0.0,2.22985,0.0,0.0
0.836,0.0,2.3053,0.0,0.0,0.0,0.0,0.0,0.0,2.234,0.0,0.0
0.837,0.0,2.30965,0.0,0.0,0.0,0.0,0.0,0.0,2.23865,0.0,0.0
0.838,0.0,2.3132,0.0,0.0,0.0,0.0,0.0,0.0,2.2426500000000003,0.0,0.0
0.839,0.0,2.3155,0.0,0.0,0.0,0.0,0.0,0.0,2.2454,0.0,0.0
0.84,0.0,2.3167,0.0,0.0,0.0,0.0,0.0,0.0,2.2451499999999998,0.0,0.0
0.841,0.0,2.3186999999999998,0.0,0.0,0.0,0.0,0.0,0.0,2.2451,0.0,0.0
0.842,0.0,2.3232,0.0,0.0,0.0,0.0,0.0,0.0,2.2475,0.0,0.0
0.843,0.0,2.3274,0.0,0.0,0.0,0.0,0.0,0.0,2.24955,0.0,0.0
0.844,0.0,2.32905,0.0,0.0,0.0,0.0,0.0,0.0,2.24855,0.0,0.0
0.845,0.0,2.332,0.0,0.0,0.0,0.0,0.0,0.0,2.25085,0.0,0.0
0.846,0.0,2.33965,0.0,0.0,0.0,0.0,0.0,0.0,2.2578,0.0,0.0
0.847,0.0,2.348,0.0,0.0,0.0,0.0,0.0,0.0,2.2653,0.0,0.0
0.848,0.0,2.35245,0.0,0.0,0.0,0.0,0.0,0.0,2.2691,0.0,0.0
0.849,0.0,2.3552,0.0,0.0,0.0,0.0,0.0,0.0,2.2712000000000003,0.0,0.0
0.85,0.0,2.3575,0.0,0.0,0.0,0.0,0.0,0.0,2.2733,0.0,0.0
0.851,0.0,2.3604000000000003,0.0,0.0,0.0,0.0,0.0,0.0,2.277,0.0,0.0
0.852,0.0,2.3634,0.0,0.0,0.0,0.0,0.0,0.0,2.2807500000000003,0.0,0.0
0.853,0.0,2.3665000000000003,0.0,0.0,0.0,0.0,0.0,0.0,2.2845,0.0,0.0
0.854,0.0,2.3698,0.0,0.0,0.0,0.0,0.0,0.0,2.28835,0.0,0.0
0.855,0.0,2.3724,0.0,0.0,0.0,0.0,0.0,0.0,2.2906500000000003,0.0,0.0
0.856,0.0,2.37365,0.0,0.0,0.0,0.0,0.0,0.0,2.2906,0.0,0.0
0.857,0.0,2.37505,0.0,0.0,0.0,0.0,0.0,0.0,2.29085,0.0,0.0
0.858,0.0,2.37835,0.0,0.0,0.0,0.0,0.0,0.0,2.29335,0.0,0.0
0.859,0.0,2.3833,0.0,0.0,0.0,0.0,0.0,0.0,2.2977,0.0,0.0
0.86,0.0,2.3884499999999997,0.0,0.0,0.0,0.0,0.0,0.0,2.3023,0.0,0.0
0.861,0.0,2.3920500000000002,0.0,0.0,0.0,0.0,0.0,0.0,2.3053999999999997,0.0,0.0
0.862,0.0,2.3931,0.0,0.0,0.0,0.0,0.0,0.0,2.306,0.0,0.0
0.863,0.0,2.3947,0.0,0.0,0.0,0.0,0.0,0.0,2.30715,0.0,0.0
0.864,0.0,2.39995,0.0,0.0,0.0,0.0,0.0,0.0,2.31175,0.0,0.0
0.865,0.0,2.40705,0.0,0.0,0.0,0.0,0.0,0.0,2.3182,0.0,0.0
0.866,0.0,2.4137,0.0,0.0,0.0,0.0,0.0,0.0,2.3241500000000004,0.0,0.0
0.867,0.0,2.4193,0.0,0.0,0.0,0.0,0.0,0.0,2.3291500000000003,0.0,0.0
0.868,0.0,2.424,0.0,0.0,0.0,0.0,0.0,0.0,2.3331999999999997,0.0,0.0
0.869,0.0,2.4276,0.0,0.0,0.0,0.0,0.0,0.0,2.3361,0.0,0.0
0.87,0.0,2.4301500000000003,0.0,0.0,0.0,0.0,0.0,0.0,2.3381,0.0,0.0
0.871,0.0,2.4333,0.0,0.0,0.0,0.0,0.0,0.0,2.3406000000000002,0.0,0.0
0.872,0.0,2.4383,0.0,0.0,0.0,0.0,0.0,0.0,2.3449,0.0,0.0
0.873,0.0,2.4444,0.0,0.0,0.0,0.0,0.0,0.0,2.35015,0.0,0.0
0.874,0.0,2.45015,0.0,0.0,0.0,0.0,0.0,0.0,2.35515,0.0,0.0
0.875,0.0,2.45465,0.0,0.0,0.0,0.0,0.0,0.0,2.3588500000000003,0.0,0.0
0.876,0.0,2.4576000000000002,0.0,0.0,0.0,0.0,0.0,0.0,2.3611,0.0,0.0
0.877,0.0,2.46095,0.0,0.0,0.0,0.0,0.0,0.0,2.36365,0.0,0.0
0.878,0.0,2.4663000000000004,0.0,0.0,0.0,0.0,0.0,0.0,2.3681,0.0,0.0
0.879,0.0,2.47145,0.0,0.0,0.0,0.0,0.0,0.0,2.37325,0.0,0.0
0.88,0.0,2.4755,0.0,0.0,0.0,0.0,0.0,0.0,2.37825,0.0,0.0
0.881,0.0,2.4795499999999997,0.0,0.0,0.0,0.0,0.0,0.0,2.3830999999999998,0.0,0.0
0.882,0.0,2.4847,0.0,0.0,0.0,0.0,0.0,0.0,2.3884,0.0,0.0
0.883,0.0,2.4888,0.0,0.0,0.0,0.0,0.0,0.0,2.3927,0.0,0.0
0.884,0.0,2.49055,0.0,0.0,0.0,0.0,0.0,0.0,2.39475,0.0,0.0
0.885,0.0,2.49185,0.0,0.0,0.0,0.0,0.0,0.0,2.3964,0.0,0.0
0.886,0.0,2.49465,0.0,0.0,0.0,0.0,0.0,0.0,2.39955,0.0,0.0
0.887,0.0,2.49855,0.0,0.0,0.0,0.0,0.0,0.0,2.4038000000000004,0.0,0.0
0.888,0.0,2.50225,0.0,0.0,0.0,0.0,0.0,0.0,2.40795,0.0,0.0
0.889,0.0,2.5049,0.0,0.0,0.0,0.0,0.0,0.0,2.4118,0.0,0.0
0.89,0.0,2.5072,0.0,0.0,0.0,0.0,0.0,0.0,2.4154,0.0,0.0
0.891,0.0,2.50885,0.0,0.0,0.0,0.0,0.0,0.0,2.4164000000000003,0.0,0.0
0.892,0.0,2.5096,0.0,0.0,0.0,0.0,0.0,0.0,2.41675,0.0,0.0
0.893,0.0,2.50985,0.0,0.0,0.0,0.0,0.0,0.0,2.4164000000000003,0.0,0.0
0.894,0.0,2.511,0.0,0.0,0.0,0.0,0.0,0.0,2.4165,0.0,0.0
0.895,0.0,2.5115999999999996,0.0,0.0,0.0,0.0,0.0,0.0,2.4161,0.0,0.0
0.896,0.0,2.5101,0.0,0.0,0.0,0.0,0.0,0.0,2.4138,0.0,0.0
0.897,0.0,2.50765,0.0,0.0,0.0,0.0,0.0,0.0,2.4122,0.0,0.0
0.898,0.0,2.5058,0.0,0.0,0.0,0.0,0.0,0.0,2.41145,0.0,0.0
0.899,0.0,2.50455,0.0,0.0,0.0,0.0,0.0,0.0,2.4119,0.0,0.0
0.9,0.0,2.50345,0.0,0.0,0.0,0.0,0.0,0.0,2.41315,0.0,0.0
0.901,0.0,2.50205,0.0,0.0,0.0,0.0,0.0,0.0,2.4141500000000002,0.0,0.0
0.902,0.0,2.5003,0.0,0.0,0.0,0.0,0.0,0.0,2.41455,0.0,0.0
0.903,0.0,2.4978,0.0,0.0,0.0,0.0,0.0,0.0,2.41425,0.0,0.0
0.904,0.0,2.49485,0.0,0.0,0.0,0.0,0.0,0.0,2.4137000000000004,0.0,0.0
0.905,0.0,2.4919000000000002,0.0,0.0,0.0,0.0,0.0,0.0,2.4132,0.0,0.0
0.906,0.0,2.48915,0.0,0.0,0.0,0.0,0.0,0.0,2.4129,0.0,0.0
0.907,0.0,2.4865,0.0,0.0,0.0,0.0,0.0,0.0,2.4128,0.0,0.0
0.908,0.0,2.4837,0.0,0.0,0.0,0.0,0.0,0.0,2.4126,0.0,0.0
0.909,0.0,2.4804500000000003,0.0,0.0,0.0,0.0,0.0,0.0,2.412,0.0,0.0
0.91,0.0,2.4800500000000003,0.0,0.0,0.0,0.0,0.0,0.0,2.4111000000000002,0.0,0.0
0.911,0.0,2.4799499999999997,0.0,0.0,0.0,0.0,0.0,0.0,2.41015,0.0,0.0
0.912,0.0,2.4801,0.0,0.0,0.0,0.0,0.0,0.0,2.40935,0.0,0.0
0.913,0.0,2.4798,0.0,0.0,0.0,0.0,0.0,0.0,2.4084,0.0,0.0
0.914,0.0,2.47715,0.0,0.0,0.0,0.0,0.0,0.0,2.40695,0.0,0.0
0.915,0.0,2.4743000000000004,0.0,0.0,0.0,0.0,0.0001,0.0,2.4050000000000002,0.0,0.0
0.916,0.0,2.4738499999999997,0.0,0.0,0.0,0.0,0.0005,0.0,2.4026,0.0,0.0
0.917,0.0,2.4743000000000004,0.0,0.0,0.0,0.0,0.0021,0.0,2.4,0.0,0.0
0.918,0.0,2.4751000000000003,0.0,0.0,0.0,0.0,0.0069,0.0,2.3975999999999997,0.0,0.0
0.919,0.0,2.4766500000000002,0.0,0.0,0.0,0.0,0.02025,0.0,2.396,0.0,0.0
0.92,0.0,2.47615,0.0,0.0,0.0,0.0,0.052500000000000005,0.0,2.3951000000000002,0.0,0.0
0.921,0.0,2.4744,0.0,0.0,0.0,0.0,0.12029999999999999,0.0,2.39585,0.0,0.0
0.922,0.0,2.47265,0.0,0.0,0.0,0.0,0.24505,0.0,2.3964499999999997,0.0,0.0
0.923,0.0,2.47145,0.0,0.0,0.0,0.0,0.44515000000000005,0.0,2.3975,0.0,0.0
0.924,0.0,2.4706,0.0002,0.0,0.0,0.0,0.72565,0.0,2.3987,0.0,0.0
0.925,0.0,2.4698,0.0009,0.0,0.0,0.0,1.0686499999999999,0.0,2.3998999999999997,0.0,0.0
0.926,0.0,2.4693,0.00405,0.0,0.0,0.0,1.43485,0.0,2.40125,0.0,0.0
0.927,0.0,2.46955,0.01585,0.0,0.0,0.0,1.7765499999999999,0.0,2.40275,0.0,0.0
0.928,0.0,2.47005,0.051449999999999996,0.0,0.0,0.0,2.05495,0.0,2.4029499999999997,0.0,0.0
0.929,0.0,2.4705000000000004,0.1393,0.0,0.0,0.0,2.2532,0.0,2.40305,0.0,0.0
0.93,0.0,2.4712,0.31725000000000003,0.0,0.0,0.0,2.35675,0.0,2.4035,0.0,0.0
0.931,0.0,2.4722999999999997,0.6124499999999999,0.0,0.0,0.0,2.4145000000000003,0.0,2.40425,0.0,0.0
0.932,0.0,2.4734499999999997,1.01365,0.0,0.0,0.0,2.4452,0.0,2.4052499999999997,0.0,0.0
0.933,0.0,2.4743,1.4603000000000002,0.0,0.0,0.0,2.45755,0.0,2.40595,0.0,0.0
0.934,0.0,2.47525,1.8678,0.0,0.0,0.0,2.46745,0.0,2.40685,0.0,0.0
0.935,0.0,2.47675,2.1732500000000003,0.0,0.0,0.0,2.4726999999999997,0.0,2.4082999999999997,0.0,0.0
0.936,0.0,2.47845,2.34745,0.0,0.0,0.0,2.4773,0.0,2.41,0.0,0.0
0.937,0.0,2.48015,2.4259000000000004,0.0,0.0,0.0,2.4798999999999998,0.0,2.4116999999999997,0.0,0.0
0.938,0.0,2.4819,2.4556,0.0,0.0,0.0,2.48185,0.0,2.41465,0.0,0.0
0.939,0.0,2.4838,2.4705000000000004,0.0,0.0,0.0,2.4838,0.0,2.41775,0.0,0.0
0.94,0.0,2.4855,2.4802999999999997,0.0,0.0,0.0,2.4855,0.0,2.4207,0.0,0.0
0.941,0.0,2.4867,2.48475,0.0,0.0,0.0,2.4867,0.0,2.423,0.0,0.0
0.942,0.0,2.4879499999999997,2.4876,0.0,0.0,0.0,2.4879499999999997,0.0,2.4254,0.0,0.0
0.943,0.0,2.48985,2.48975,0.0,0.0,0.0,2.48985,0.0,2.4283,0.0,0.0
0.944,0.0,2.4916,2.4916,0.0,0.0,0.0,2.4916,0.0,2.43115,0.0,0.0
0.945,0.0,2.4927,2.4927,0.0,0.0,0.0,2.4927,0.0,2.4332000000000003,0.0,0.0
0.946,0.0,2.49375,2.49375,0.0,0.0,0.0,2.49375,0.0,2.43525,0.0,0.0
0.947,0.0,2.4955499999999997,2.4955499999999997,0.0,0.0,0.0,2.4955499999999997,0.0,2.43795,0.0,0.0
0.948,0.0,2.49765,2.49765,0.0,0.0,0.0,2.49765,0.0,2.44075,0.0,0.0
